ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,Método de Verificacion calibracion,Error de equipo,,Resolucion,,N° de Serie,ID de equipo con el que se verifica / Calibra  ,Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Aceptada,Calibración Pendiente,En Proceso de Calibración,,Buscar,44384.34421,>=,44377.34421,44364.34421,>=44364.3442065972,44384.34421,>=44377.3442065972
INT591,Camara de Vision,13/01/2021,12/01/2022,23/12/2021,Activo,INTERNO,N/A,N/A,N/A,N/A,6E410132,Dummis,Producción / Automatización,Francisco Rodríguez,TRW-5873-000 LINEA,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,,,,,,,,,,,,
INT590,Horno ,10/12/2020,10/12/2021,20/11/2021,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Produccion / Moldeo,Francisco Martínez,Line de Den-6428-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT589,Bascula Rubbermaid  mod:4010,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,0,68k,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1825,365,,,,,,,,,,,,,,
INT588,Bascula Rubbermaid  mod:4010,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,0,68k,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1825,365,,,,,,,,,,,,,,
INT587,Bascula Rubbermaid  mod:4010,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,0,68k,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1825,365,,,,,,,,,,,,,,
INT586,Bascula Rubbermaid  mod:4010-88,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,0,68k,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1825,365,,,,,,,,,,,,,,
INT585,Torquimetro,26/01/2021,26/01/2022,06/01/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT584,Refractometro,26/01/2021,26/01/2022,06/01/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT583,Hypot Cirrus,15/01/2021,15/01/2022,26/12/2021,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea SEM-8575-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT582,Micrometro con topes delgados,13/01/2021,13/01/2022,24/12/2021,Activo,INTERNO,CERTIFICADO,CERTIFICADO,0,"0.0001""",,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT581,Control de Temperatura,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,,Francisco Martínez,CHNAK Linea SEM-2920-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT580,Control de Temperatura,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Yuh-dak  9,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT579,Control de Temperatura,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Nissei Nex180,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT578,Control de Temperatura,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Nissei Nex2000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT577,Control de Temperatura,15/01/2021,15/01/2023,26/12/2022,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Nissei Bos-9917-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,,,,,,,,,,,,
INT576,Hypot Cirrus,15/01/2021,15/01/2022,26/12/2021,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,CERTIFICADO,CERTIFICADO,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea BOS-9917-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,,,,,,,,,,
INT575,Bascula ULINE,20/11/2020,20/11/2021,31/10/2021,Activo,INTERNO,N/A,N/A,0,15KG,AE-0002,INT213,Produccion / Moldeo,Francisco Martínez,Linea HEL-6151,N/A,,Calibración Aceptada,,,0,1,365,365,,,,,,,,,,,,,,
INT574,Bascula ULINE,20/11/2020,20/11/2021,31/10/2021,Activo,INTERNO,N/A,N/A,0,15KG,AE-0021,INT213,Produccion / Moldeo,Francisco Martínez,YUH-DAK 1 Linea EES-4749-100,N/A,,Calibración Aceptada,,,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44513,,,,,,
INT573,Bascula ULINE,22/11/2019,21/11/2020,01/11/2020,Baja,INTERNO,N/A,N/A,0,15KG,AE-0095,INT213,Personal de Produccion,Francisco Martínez,Linea VER-10011-000 Arburg,N/A,,Baja,,,0,1,365,365,,,,,,,,,,,,,,
INT572,Bascula ULINE,22/11/2019,21/11/2020,01/11/2020,Baja,INTERNO,N/A,N/A,0,15KG,,INT213,Personal de Produccion,Francisco Martínez,Moldeo,N/A,,Baja,,,1,1,365,0,,,,,,,,,,,,,,
INT571,Camara de Vision,18/11/2020,18/11/2021,29/10/2021,Activo,INTERNO,N/A,N/A,N/A,N/A,4E310350,Dummis,Producción / Automatización,Francisco Rodríguez,Linea TRW-5874-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,,,,,,,,,,,,
INT570,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,1A900276,Dummis,Producción / Automatización,Francisco Rodríguez,Linea nueva 6798-BATT-11,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44737,,,,,,
INT569,Camara de Vision,23/07/2020,23/07/2021,03/07/2021,Baja,INTERNO,N/A,N/A,N/A,N/A,1A910267,Dummis,Producción / Automatización,Francisco Rodríguez,Linea nueva 6798 GR10,N/A,,Baja,,,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44393,,,,,,
INT568,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,1A910271,Dummis,Producción / Automatización,Francisco Rodríguez,Linea nueva 6798-BATT-11,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44737,,,,,,
INT567,Perfilometro 3D,27/11/2020,27/11/2021,07/11/2021,Activo,INTERNO,N/A,N/A,N/A,N/A,1B610028,Dummies TP y altura y Gasket,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44520,,,,,,
INT566,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,8E711129,Dummies posicion de Clip,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41666,42031,R&R Actualizado,365,,44737,,,,,,
INT565,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,CA-DRW8M,Dummies,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44737,,,,,,
INT564,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,6E410137,Dummies Ver. Antena y Gasket,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44737,,,,,,
INT563,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,E3510264,Dummies,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41666,42031,R&R Actualizado,365,,44737,,,,,,
INT562,Camara de Vision,02/07/2021,02/07/2022,12/06/2022,Activo,INTERNO,N/A,N/A,N/A,N/A,3E711921,Dummies posicion de Clip,Producción / Automatización,Francisco Rodríguez,Linea -7459/60-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44737,,,,,,
INT561,Calibrador de espesores,16/10/2020,16/10/2022,26/09/2022,Activo,INTERNO,N/A,N/A,0.05,1,184-313S,INT306,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Calibración Aceptada,,,0,1,730,365,,,42046,42411,R&R Actualizado,730,,44843,,,,,,
INT560,Micrometro de puntas,01/10/2020,01/10/2021,11/09/2021,Activo,INTERNO,0.0005,0.0005,0,"1""",67814393,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42093,42093,R&R Actualizado,365,,44463,,,,,,
INT559,Calibrador Dig.,07/10/2020,07/10/2021,17/09/2021,Activo,INTERNO,0.0005,0.0005,0,"6""",B19119197,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,42068,42433,R&R Actualizado,365,,44469,,,,,,
INT558,Indicador de pestaña,01/10/2020,01/10/2022,11/09/2022,Activo,INTERNO,0.0001,0.0001,0,".0004""",AHAJ66,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Calibración Aceptada,,,0,1,730,365,,,42068,42433,R&R Actualizado,730,,44828,,,,,,
INT557,Indicador Dial,01/10/2020,01/10/2022,11/09/2022,Activo,INTERNO,N/A,N/A,0,10mm,AHSZ55,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,42046,42411,R&R Actualizado,730,,44828,,,,,,
INT556,Pull Test,08/12/2020,08/12/2021,18/11/2021,Activo,EXTERNO,CERTIFICADO,CERTIFICADO,0,50KN,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,,0,1,365,365,,,42046,42411,R&R Actualizado,365,,44531,,,,,,
INT555,Jgo de pines,02/11/2020,02/11/2021,13/10/2021,Activo,EXTERNO,0.0002,0.0002,,,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,42046,42411,R&R Actualizado,365,,44495,,,,,,
INT554,Indicador Dig.,08/10/2020,08/10/2021,18/09/2021,Activo,INTERNO,0.0001,0.0001,0,12.7MM,12038323,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,180,,,42046,42226,R&R Actualizado,365,,44470,,,,,,
INT553,Calibradores de alturas,09/10/2020,09/10/2021,19/09/2021,Activo,EXTERNO,N/A,N/A,0,18,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44471,,,,,,
INT552,Analizador de humedad,15/01/2021,15/01/2022,26/12/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,42025,42025,R&R Actualizado,365,,44569,,,,,,
INT551,Bascula Ohaus Pioneer,07/10/2020,07/10/2021,17/09/2021,Activo,INTERNO,N/A,N/A,0,20k,,INT088,Produccion / Estampado,Hector Zambrano,Area de inspeccion ,N/A,,Calibración Aceptada,,,0,1,365,365,,,41936,42301,R&R Actualizado,365,,44469,,,,,,
INT550,Cámara de visión,30/11/2020,30/11/2021,10/11/2021,Activo,INTERNO,N/A,N/A,,,,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7614-000,N/A,,Calibración Aceptada,,,0,1,365,365,,,41926,42291,R&R Actualizado,365,,44523,,,,,,
INT549,Camara de Vision  (Candado),05/11/2020,05/11/2021,16/10/2021,Activo,INTERNO,N/A,N/A,,,BE710556,Dummis,Producción / Automatización,Francisco Rodríguez,COT-5552-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41913,42278,R&R Actualizado,365,,44498,,,,,,
INT548,Micrometro Analogo Fowler,28/08/2020,28/08/2021,08/08/2021,Activo,INTERNO,0.0001,0.0001,2,"3""",150726901,INT062,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,,Calibración Aceptada,,,0,0,365,365,,,41888,42253,R&R Actualizado,#REF!,,44429,,,,,,
INT547,Micrometro Analogo fowler,28/08/2019,27/08/2020,07/08/2020,Baja,INTERNO,0.0001,0.0001,0,"1""",131055480,INT062,MANTENIMIENTO,Enrique Mondagron,Mantenimiento,N/A,,Baja,,,1,1,365,0,,,42093,42093,R&R Actualizado,-1,,44063,,,,,,
INT546,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,41888,41888,R&R Actualizado,365,,44439,,,,,,
INT545,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 11,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41864,42229,R&R Actualizado,365,,44439,,,,,,
INT544,Control de Temperatura,19/11/2021,19/11/2022,30/10/2022,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld VAL-8422-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41864,42229,R&R Actualizado,365,,44877,,,,,,
INT543,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld BOS-9224-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41843,42208,R&R Actualizado,365,,44439,,,,,,
INT542,Bascula Romana,29/08/2019,28/08/2020,08/08/2020,Baja,EXTERNO,N/A,N/A,0,12 kg,,CERTIFICADO,Eduardo Márquez,Eduardo Márquez,Eduardo Márquez,N/A,,Baja,,,1,1,365,365,,,41821,42186,R&R Actualizado,365,,44064,,,,,,
INT541,IM-6225- Keyence,25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,N/A,N/A,NA,NA,5C518091,CERTIFICADO,Personal Calidad,Griselda Flores,Estampados,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41758,42123,R&R Actualizado,365,,44699,,,,,,
INT540,HTPOT,23/06/2021,23/06/2022,03/06/2022,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea nueva 6798 GR10,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,41864,42229,R&R Actualizado,365,,44728,,,,,,
INT539,Perfilometro,06/10/2020,06/10/2021,16/09/2021,Activo,INTERNO,NA,NA,N/A,N/A,28711978,Dummis,Producción / Automatización,Francisco Rodríguez,Linea SOG-8423-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,,,R&R Actualizado,,,,,,,,,
INT538,Camara de Vision,07/10/2020,07/10/2021,17/09/2021,Activo,INTERNO,NA,NA,Go,NO GO,IV-HG150MA,Dummis,Producción / Automatización,Francisco Rodríguez,Linea SOG-8423 -000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,,,R&R Actualizado,,,,,,,,,
INT537,LASER (LPKF) Trasmisibilidad,20/11/2020,20/11/2021,31/10/2021,Activo,INTERNO,NA,NA,,,,INT651,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,,,R&R Actualizado,,,,,,,,,
INT536,Indicador Analogo,05/05/2020,06/05/2021,16/04/2021,Baja,EXTERNO,NA,NA,0,"8""",,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Baja,,FLOME,0,1,366,,,,,0 de enero del 1900,R&R Actualizado,365,,12 de mayo del 2020,,,,,,
INT535,Calibrador de profundidad,19/05/2021,19/05/2022,29/04/2022,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,13 de mayo del 2020,,,,,,
INT534,Micrometro de Interiores,25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,,0 de enero del 1900,R&R Actualizado,365,,13 de mayo del 2020,,,,,,
INT533,Micrometro de Interiores,25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,14 de mayo del 2020,,,,,,
INT532,Micrometro de Interiores,25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,,0 de enero del 1900,R&R Actualizado,365,,13 de mayo del 2020,,,,,,
INT531,Indicador de caratula,22/12/2020,22/12/2021,02/12/2021,Activo,INTERNO,".0005""",".0005""",0,"1""",ZEH370,INT062,Fernando Alferez,Fernando Alferez,Taller CNC,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44180,,,,,,,
INT530,CMM ZEISS,04/03/2021,04/03/2022,12/02/2022,Activo,EXTERNO,N/A,N/A,,,217256,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,27 de enero del 2014,27 de enero del 2015,R&R Actualizado,365,,17 de febrero del 2020,,,,,,
INT529,Cámara de visión,19/10/2020,19/10/2021,29/09/2021,Activo,INTERNO,NA,NA,Go,NO GO,,Dummis,Producción / Automatización,Francisco Rodríguez,Linea HEL-6798 10R/6725GF9,N/A,,Calibración Aceptada,,,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44116,,,,,,,
INT528,Micrometro Analogo,19/02/2021,19/02/2022,30/01/2022,Activo,INTERNO,".0005""",".0005""",0,"1""",,INT062,Fernando Alferez,Fernando Alferez,Taller CNC,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44239,,,,,,,
INT527,Termohigrometro,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Termohigrometro,#VALUE!,#VALUE!,R&R Actualizado,,44330,,,,,,,
INT526,Bascula Electrica,06/02/2020,05/02/2021,16/01/2021,Reparacion,EXTERNO,NA,NA,NA,2000kg,1024771033,CERTIFICADO,Almacen,Karla Ramos,Almacen ,N/A,,Reparacion,,,0,1,365,,,Bascula Electrica,#VALUE!,#VALUE!,R&R Actualizado,,43860,,,,,,,
INT525,Perfilometro,22/11/2019,21/11/2022,07/09/2022,Activo,EXTERNO,NA,NA,N/A,N/A,18810373,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary  8585 ,N/A,OK,Calibración Aceptada,ET-2020,FLOME,0,1,1095,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,29 de octubre del 2019,,,,,,
INT524,Bascula Torrey QC-20,05/02/2021,05/02/2022,16/01/2022,Activo,INTERNO,1Gr,1Gr,0,20kg,H18-000673,INT088,Forga,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2013,13 de agosto del 2014,R&R Actualizado,365,,2 de febrero del 2020,,,,,,
INT523,Bascula Ohaus,05/02/2021,04/02/2022,15/01/2022,Activo,INTERNO,.01g,.01g,0,300g,,INT088,Eduardo Márquez,Eduardo Márquez,Eduardo Márquez,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,14 de agosto del 2013,14 de agosto del 2014,R&R Actualizado,365,,2 de febrero del 2020,,,,,,
INT522,Bascula Ohaus,05/02/2021,04/02/2022,15/01/2022,Activo,INTERNO,.01g,.01g,0,300g,,INT088,Eduardo Márquez,Eduardo Márquez,Israel Gónzalez,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,,,41475,41839,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT521,Bascula Amir,09/02/2019,09/02/2020,20/01/2020,Baja,INTERNO,0.05g,.05g,0,500g,,INT088,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Baja,,,0,1,365,365,,,15 de mayo del 2013,15 de mayo del 2014,R&R Actualizado,365,,2 de febrero del 2020,,,,,,
INT520,Calibrador Digital,29/01/2021,28/01/2022,08/01/2022,Activo,INTERNO,".0005""",".0005""",0,"6""",,INT062,Cesar Montes,Cesar Montes,Taller Estampado,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,,,41656,42020,R&R Pendiente,R&R Actualizado,,44218,,,,,,,
INT519,Micrometro Dig.,03/02/2021,03/02/2022,14/01/2022,Activo,INTERNO,".0001""",".0001""",0,"6""",66352856,INT062,Jesús Rubio,Jesús Rubio,Taller Estampado,N/A,,Calibración Aceptada,,,0,1,365,,,41614,41979,R&R Pendiente,R&R Actualizado,,44223,,,,,,,
INT518,Prueba de fuega,05/02/2021,05/02/2022,16/01/2022,Activo,INTERNO,NA,NA,,,,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary 7567 ,N/A,,Calibración Aceptada,,,0,1,365,365,,,1 de julio del 2013,1 de julio del 2014,R&R Actualizado,365,,31 de enero del 2020,,,,,,
INT515,Camara de Vision,01/02/2021,01/02/2022,12/01/2022,Activo,INTERNO,NA,NA,Go,NO GO,,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary BOS-7567,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,31 de enero del 2020,,,,,,
INT514,Camara de Vision,01/02/2021,01/02/2022,12/01/2022,Activo,INTERNO,NA,NA,Go,NO GO,,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary BOS-7567,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,31 de enero del 2020,,,,,,
INT513,Camara de Vision,01/02/2021,01/02/2022,12/01/2022,Activo,INTERNO,NA,NA,Go,NO GO,,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary BOS-7567,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,31 de enero del 2020,,,,,,
INT508,Mesa de Granito,15/01/2021,15/01/2026,26/12/2025,Activo,EXTERNO,N/A,N/A,,,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,1826,,,,,,R&R Actualizado,,,,,,,,,
INT507,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 8 VAL-6652 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,Control de Temperatura,#VALUE!,#VALUE!,R&R Actualizado,,44074,,,,,,,
INT506,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,ARBURG 1 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,27 de octubre del 2011,26 de octubre del 2012,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,
INT505,Control de Temperatura,15/01/2021,15/01/2026,26/12/2025,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,ENGEL E-MAC 75 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,1826,365,,,6 de septiembre del 2014,6 de septiembre del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,
INT504,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 9 SEM-8278-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,
INT503,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 7 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,30 de marzo del 2015,30 de marzo del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,
INT502,Indicador Analogo,09/03/2021,09/03/2022,17/02/2022,Activo,INTERNO,0.0001,0.0001,0,1.00mm,YSS744,INT143,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de octubre del 2014,1 de octubre del 2015,R&R Actualizado,365,,28 de agosto del 2019,,,,,,
